primaryPosition,Player ID,firstName,lastName,nationality,height_cm,weight,shootsCatches
Center,8466186,Roman,Lyashenko,RUS,182.88,196.0,R
Center,8458638,Brian,Holzinger,USA,180.34,186.0,R
Center,8458990,Mathias,Johansson,SWE,185.42,200.0,L
Right Wing,8469728,Toni,Dahlman,FIN,182.88,198.0,R
Goalie,8468037,Martin,Prusek,CZE,187.96,176.0,R
Left Wing,8459146,Jeff,Toms,CAN,195.58,210.0,L
Left Wing,8467417,Eric,Beaudoin,CAN,195.58,220.0,L
Center,8459435,Denis,Pederson,CAN,187.96,205.0,R
Defence,8467388,Paul,Manning,CAN,193.04,208.0,L
Right Wing,8468130,Hannes,Hyvonen,FIN,187.96,200.0,R
Right Wing,8468444,Brad,Tapper,CAN,182.88,180.0,R
Defence,8448554,Uwe,Krupp,DEU,198.12,240.0,R
Center,8467658,Daniel,Snyder,CAN,182.88,190.0,L
Right Wing,8466345,Jonathan,Hedstrom,SWE,182.88,200.0,L
Goalie,8459239,Jean-Francois,Labbe,CAN,175.26,174.0,L
Left Wing,8460015,Sylvain,Blouin,CAN,187.96,215.0,L
Right Wing,8460707,Bill,Muckalt,CAN,185.42,200.0,R
Right Wing,8466971,Blake,Sloan,USA,177.8,196.0,R
Left Wing,8448834,Dave,Lowry,CAN,185.42,192.0,L
Defence,8445413,Drake,Berehowsky,CAN,187.96,217.0,R
Defence,8467892,Kirill,Safronov,RUS,187.96,215.0,L
Left Wing,8466240,Benjamin,Simon,USA,182.88,195.0,L
Right Wing,8466336,Kamil,Piros,CZE,182.88,195.0,L
Defence,8460548,Sven,Butenschon,DEU,193.04,215.0,L
Goalie,8462247,Zac,Bierk,CAN,195.58,205.0,L
Defence,8459161,Steven,Halko,CAN,185.42,200.0,R
Goalie,8451837,Ron,Tugnutt,CAN,180.34,165.0,L
Right Wing,8459436,Adam,Deadmarsh,USA,182.88,205.0,R
Defence,8457264,Chris,McAlpine,USA,185.42,215.0,R
Goalie,8462120,Sebastien,Charpentier,CAN,175.26,190.0,L
Defence,8467558,Bruno,St. Jacques,CAN,187.96,210.0,L
Defence,8460751,Ladislav,Benysek,CZE,187.96,190.0,L
Defence,8467450,Tomas,Kloucek,CZE,190.5,235.0,L
Center,8468449,Greg,Classen,CAN,185.42,200.0,L
Defence,8447187,Todd,Gill,CAN,182.88,185.0,L
Left Wing,8460510,Jason,Botterill,CAN,193.04,217.0,L
Defence,8465044,Josef,Boumedienne,SWE,187.96,205.0,L
Right Wing,8460044,Brad,Smyth,CAN,182.88,200.0,R
Left Wing,8445440,Craig,Berube,CAN,185.42,205.0,L
Goalie,8456830,Trevor,Kidd,CAN,187.96,213.0,L
Center,8468615,Michael,Danton,CAN,175.26,191.0,R
Right Wing,8462103,John,Tripp,DEU,190.5,223.0,R
Center,8468003,Justin,Mapletoft,CAN,185.42,202.0,L
Center,8467325,Andre,Savage,CAN,182.88,195.0,R
Left Wing,8467461,Ryan,Flinn,CAN,193.04,235.0,L
Right Wing,8456121,Steve,Dubinsky,CAN,182.88,190.0,L
Goalie,8455994,Byron,Dafoe,GBR,180.34,185.0,L
Defence,8459448,Mike,Wilson,CAN,198.12,229.0,L
Goalie,8467940,Evgeny,Konstantinov,RUS,182.88,180.0,L
Center,8456567,Darby,Hendrickson,USA,185.42,195.0,L
Left Wing,8468512,Tomas,Kurka,CZE,180.34,190.0,L
Center,8460482,Stephen,Guolla,CAN,182.88,190.0,L
Right Wing,8467732,Kirby,Law,CAN,185.42,190.0,R
Defence,8458560,Rich,Brennan,USA,187.96,212.0,R
Left Wing,8468507,Martin,Samuelsson,SWE,187.96,197.0,L
Right Wing,8459570,Frank,Banham,CAN,185.42,208.0,R
Left Wing,8460654,Colin,Forbes,CAN,190.5,220.0,L
Right Wing,8459033,Brantt,Myhres,CAN,190.5,220.0,R
Defence,8469691,Kari,Haakana,FIN,185.42,220.0,L
Center,8459412,Jim,Montgomery,CAN,177.8,180.0,R
Defence,8465032,Zenith,Komarniski,CAN,182.88,200.0,L
Center,8462239,Derek,Bekar,CAN,187.96,180.0,L
Center,8458185,Chris,Taylor,CAN,187.96,188.0,L
Center,8466191,Jeff,Farkas,USA,182.88,174.0,L
Center,8467379,Steve,Moore,CAN,187.96,205.0,R
Goalie,8445275,Tom,Barrasso,USA,190.5,210.0,R
Center,8462227,Ryan,Kraft,USA,175.26,181.0,L
Right Wing,8447383,Mark,Greig,CAN,180.34,190.0,R
Center,8459472,Eric,Manlow,CAN,182.88,190.0,L
Left Wing,8466317,Cam,Severson,CAN,187.96,220.0,L
Defence,8467319,Darrel,Scoville,CAN,190.5,208.0,L
Center,8460599,Chris,Schmidt,DEU,190.5,212.0,L
Right Wing,8460663,Ladislav,Kohn,CZE,180.34,200.0,L
Defence,8470239,Radoslav,Hecl,SVK,185.42,196.0,L
Center,8458385,Peter,White,CAN,180.34,200.0,L
Left Wing,8466039,Jean-Guy,Trudel,CAN,182.88,190.0,R
Left Wing,8467418,Tommy,Vestlund,SWE,182.88,202.0,
Center,8464965,Josh,Holden,CAN,182.88,189.0,L
Right Wing,8458542,Jim,Campbell,USA,187.96,205.0,R
Right Wing,8462126,Cameron,Mann,CAN,182.88,195.0,R
Goalie,8459451,Tyler,Moss,CAN,182.88,185.0,R
Goalie,8467938,Jan,Lasak,SVK,182.88,204.0,L
Right Wing,8467373,Norman,Milley,CAN,182.88,211.0,R
Right Wing,8460588,Eric,Nickulas,USA,180.34,206.0,R
Center,8460061,Stacy,Roest,CAN,175.26,190.0,R
Right Wing,8465003,Pierre,Dagenais,CAN,195.58,218.0,L
Defence,8467358,Kyle,Rossiter,CAN,190.5,220.0,L
Left Wing,8459089,Ken,Belanger,CAN,193.04,225.0,L
Defence,8468747,Tomi,Pettinen,FIN,190.5,220.0,L
Goalie,8445470,Craig,Billington,CAN,177.8,168.0,L
Defence,8468654,Jarno,Kultanen,FIN,187.96,198.0,L
Goalie,8459357,Kevin,Hodson,CAN,182.88,182.0,L
Right Wing,8462078,Pavel,Rosa,CZE,180.34,188.0,R
Defence,8467907,Ross,Lupaschuk,CAN,185.42,218.0,R
Left Wing,8460523,Mike,Watt,CAN,187.96,210.0,L
Left Wing,8466163,Brad,Defauw,USA,187.96,220.0,L
Right Wing,8467553,Michael,Farrell,USA,182.88,220.0,R
Left Wing,8465977,Sergei,Varlamov,UKR,180.34,204.0,L
Goalie,8458680,Corey,Hirsch,CAN,177.8,170.0,L
Right Wing,8458658,David,Oliver,CAN,182.88,197.0,R
Right Wing,8467908,Milan,Bartovic,SVK,180.34,197.0,L
Defence,8459262,Brandon,Smith,CAN,185.42,200.0,L
Left Wing,8468726,Chad,Wiseman,CAN,185.42,205.0,L
Goalie,8467830,Cody,Rudkowsky,CAN,185.42,216.0,L
Right Wing,8467376,Jaroslav,Kristek,CZE,185.42,185.0,L
Center,8467904,Charlie,Stephens,CAN,193.04,225.0,R
Goalie,8456264,Wade,Flaherty,CAN,185.42,191.0,R
Left Wing,8467941,Zdenek,Blatny,CZE,185.42,195.0,L
Left Wing,8468047,Damian,Surma,USA,177.8,200.0,L
Defence,8459624,Alan,Letang,CAN,182.88,205.0,L
Goalie,8468741,Reinhard,Divis,AUT,180.34,197.0,L
Right Wing,8467440,Mike,Siklenka,CAN,195.58,240.0,R
Right Wing,8446423,Kevin,Dineen,CAN,180.34,190.0,R
Goalie,8466165,Jean-Marc,Pelletier,USA,190.5,209.0,L
Defence,8466211,Robert,Schnabel,CZE,195.58,232.0,L
Left Wing,8467893,Barrett,Heisten,USA,185.42,200.0,L
Defence,8464997,Jeff,Paul,CAN,193.04,225.0,R
Center,8459566,Steve,Brule,CAN,182.88,200.0,R
Right Wing,8466184,Pat,Kavanagh,CAN,190.5,200.0,R
Defence,8462215,Ray,Schultz,CAN,187.96,210.0,L
Defence,8467731,Curtis,Murphy,CAN,172.72,185.0,R
Right Wing,8466349,Kent,McDonell,CAN,187.96,195.0,R
Right Wing,8465035,Joey,Tetarenko,CAN,187.96,214.0,R
Center,8459474,Domenic,Pittis,CAN,180.34,190.0,L
Center,8460582,Matthew,Herr,USA,187.96,203.0,L
Left Wing,8467891,Konstantin,Koltsov,BLR,182.88,218.0,L
Defence,8460529,Jason,Holland,DEU,187.96,193.0,R
Defence,8459559,Rick,Mrozik,USA,190.5,225.0,L
Center,8465179,Daniel,Corso,CAN,175.26,190.0,L
Left Wing,8462843,Robert,Dome,SVK,182.88,217.0,L
Left Wing,8460573,Hnat,Domenichelli,CHE,182.88,195.0,L
Defence,8458966,Chris,O'Sullivan,USA,187.96,213.0,L
Defence,8447981,Doug,Houda,CAN,187.96,208.0,R
Center,8458557,Craig,Darby,USA,190.5,205.0,R
Center,8467944,Jason,Jaspers,CAN,180.34,207.0,L
Defence,8467421,Mikko,Jokela,FIN,185.42,212.0,R
Defence,8446181,Sylvain,Cote,CAN,180.34,195.0,R
Defence,8460087,Pascal,Trepanier,CAN,182.88,210.0,R
Right Wing,8468738,Sean,McMorrow,CAN,193.04,224.0,R
Goalie,8459523,Dieter,Kochan,CAN,185.42,165.0,L
Center,8462112,Ian,MacNeil,CAN,187.96,190.0,L
Left Wing,8460931,Doug,Doull,CAN,187.96,216.0,L
Defence,8469518,Grant,McNeill,CAN,187.96,214.0,L
Left Wing,8460629,Alexander,Korolyuk,RUS,175.26,190.0,L
Defence,8467054,Todd,Rohloff,USA,187.96,218.0,L
Defence,8459645,Martin,Strbak,SVK,190.5,210.0,L
Defence,8465034,Antti Jussi,Niemi,FIN,185.42,195.0,L
Center,8470766,Esa,Pirnes,FIN,182.88,189.0,L
Left Wing,8467025,Garrett,Burnett,CAN,190.5,246.0,L
Center,8466271,Peter,Sarno,CAN,180.34,185.0,L
Center,8468798,Darcy,Verot,CAN,182.88,199.0,L
Center,8451392,Jarrod,Skalde,CAN,182.88,190.0,L
Defence,8462099,Rocky,Thompson,CAN,187.96,206.0,R
Center,8462135,Benoit,Gratton,CAN,180.34,180.0,L
Goalie,8467895,Maxime,Ouellet,CAN,187.96,194.0,L
Left Wing,8468025,Jordan,Krestanovich,CAN,182.88,170.0,L
Left Wing,8464993,Travis,Brigley,CAN,185.42,190.0,L
Right Wing,8455984,Jim,Cummins,USA,187.96,210.0,R
Defence,8462220,Jaroslav,Obsut,SVK,185.42,200.0,L
Defence,8458052,Jiri,Slegr,CZE,185.42,210.0,L
Left Wing,8466436,Martin,Sonnenberg,CAN,182.88,197.0,L
Center,8468436,Mike,Green,USA,180.34,195.0,L
Defence,8459478,Chris,Armstrong,CAN,182.88,203.0,L
Left Wing,8462235,Casey,Hankinson,USA,185.42,196.0,L
Center,8469999,Mike,Bishai,CAN,180.34,185.0,L
Defence,8468107,Goran,Bezina,CHE,187.96,225.0,L
Center,8467557,Martin,Cibak,SVK,185.42,203.0,L
Right Wing,8468491,Pavel,Vorobiev,RUS,182.88,194.0,L
Right Wing,8468558,Jozef,Balej,SVK,182.88,195.0,R
Center,8469667,Tony,Martensson,SWE,182.88,192.0,L
Center,8468916,Benoit,Dusablon,CAN,187.96,209.0,L
Defence,8464961,Johnathan,Aitken,CAN,193.04,211.0,L
Right Wing,8462085,Shane,Willis,CAN,185.42,195.0,R
Left Wing,8468569,Libor,Pivko,CZE,187.96,192.0,L
Left Wing,8466209,Steve,Gainey,CAN,185.42,192.0,L
Right Wing,8456745,Keith,Jones,CAN,187.96,200.0,R
Defence,8468617,Mike,Stuart,USA,182.88,195.0,R
Right Wing,8468300,Richard,Scott,CAN,187.96,210.0,L
Goalie,8469613,Andy,Chiodo,CAN,180.34,192.0,L
Defence,8467901,Kristian,Kudroc,SVK,200.66,255.0,R
Right Wing,8469539,Owen,Fussey,CAN,182.88,195.0,L
Left Wing,8460575,Steve,McLaren,CAN,182.88,226.0,L
Right Wing,8466152,Ty,Jones,USA,190.5,218.0,R
Center,8468553,Sergei,Zinovjev,RUS,177.8,185.0,L
Defence,8458600,Aris,Brimanis,USA,187.96,212.0,R
Right Wing,8466431,Brad,Leeb,CAN,180.34,187.0,R
Defence,8467958,Peter,Smrek,SVK,185.42,205.0,L
Defence,8467399,Julien,Vauclair,CHE,182.88,200.0,L
Goalie,8467394,Jamie,Hodson,CAN,187.96,205.0,L
Center,8468490,Mikhail,Yakubov,RUS,190.5,202.0,L
Left Wing,8462259,Rob,Skrlac,CAN,195.58,245.0,L
Left Wing,8460563,Greg,Crozier,CAN,190.5,180.0,L
Defence,8466236,Jame,Pollock,CAN,185.42,210.0,R
Defence,8457783,Todd,Reirden,USA,195.58,220.0,L
Defence,8464982,Pavel,Skrbek,CZE,190.5,191.0,
Left Wing,8470172,Christoph,Brandner,AUT,193.04,224.0,L
Center,8468005,Roman,Tvrdon,SVK,185.42,197.0,L
Defence,8468541,Jakub,Cutta,CZE,190.5,214.0,L
Goalie,8467548,Matthew,Yeats,CAN,182.88,181.0,L
Right Wing,8469486,Timofei,Shishkanov,RUS,185.42,213.0,R
Defence,8470247,Mikko,Luoma,FIN,190.5,207.0,L
Defence,8459550,Anders,Myrvold,NOR,185.42,178.0,L
Center,8466143,Daniel,Tkaczuk,CAN,185.42,195.0,L
Defence,8458048,John,Slaney,CAN,182.88,190.0,L
Left Wing,8468670,Josh,Olson,USA,190.5,236.0,L
Left Wing,8467381,Ryan,Barnes,CAN,185.42,201.0,L
Goalie,8467497,Rastislav,Stana,SVK,187.96,184.0,L
Defence,8456455,John,Gruden,USA,182.88,205.0,L
Defence,8468413,Dwayne,Zinger,CAN,190.5,229.0,L
Defence,8464986,Chris,Hajt,USA,190.5,206.0,L
Left Wing,8470559,Mike,Stutzel,CAN,187.96,216.0,L
Defence,8467594,Jeff,MacMillan,CAN,190.5,210.0,L
Center,8468406,Gavin,Morgan,CAN,180.34,190.0,R
Center,8467922,Brett,Lysak,CAN,182.88,190.0,L
Right Wing,8459078,Jason,MacDonald,CAN,180.34,205.0,R
Defence,8462111,Justin,Kurtz,CAN,180.34,200.0,L
Right Wing,8468656,Jukka,Hentunen,FIN,177.8,190.0,R
Goalie,8459289,Martin,Brochu,CAN,182.88,199.0,L
Defence,8468112,Pierre,Hedin,SWE,185.42,198.0,L
Right Wing,8468158,Jeremy,Yablonski,CAN,180.34,239.0,R
Center,8468458,Cory,Larose,CAN,180.34,190.0,R
Defence,8470652,Michal,Barinka,CZE,190.5,225.0,L
Right Wing,8470479,Garret,Stroshein,CAN,200.66,245.0,R
Right Wing,8460739,Mike,Peluso,USA,185.42,208.0,R
Left Wing,8470418,Nathan,Robinson,CAN,177.8,180.0,L
Center,8465178,Andrei,Podkonicky,SVK,187.96,202.0,L
Center,8466173,Stanislav,Gron,SVK,185.42,189.0,L
Center,8449607,Kevin,Miller,USA,180.34,190.0,R
Left Wing,8467898,Mikhail,Kuleshov,RUS,190.5,220.0,R
Center,8459061,Mikael,Hakanson,SWE,185.42,180.0,L
Goalie,8469758,Frederic,Cloutier,CAN,182.88,174.0,R
Goalie,8467341,Mathieu,Chouinard,CAN,185.42,211.0,L
Goalie,8459028,Marc,Lamothe,CAN,187.96,210.0,L
Goalie,8469482,Adam,Munro,CAN,185.42,187.0,L
Left Wing,8467402,Mike,Pandolfo,USA,190.5,220.0,L
Defence,8469495,Doug,Lynch,CAN,190.5,214.0,L
Left Wing,8459328,Melvin,Angelstad,CAN,190.5,210.0,L
Left Wing,8466150,Michel,Riesen,CHE,187.96,190.0,R
Center,8467541,Petr,Hubacek,CZE,187.96,185.0,
Right Wing,8460550,Tavis,Hansen,CAN,185.42,205.0,R
Left Wing,8468751,Reto,Von Arx,CHE,177.8,179.0,L
Left Wing,8468081,Vaclav,Pletka,CZE,180.34,182.0,L
Goalie,8468020,Seamus,Kotyk,CAN,180.34,180.0,L
Center,8468082,Layne,Ulmer,CAN,182.88,193.0,L
Goalie,8458738,Neil,Little,CAN,185.42,190.0,L
Right Wing,8456361,Ken,Gernander,USA,180.34,180.0,L
Defence,8467957,Brad,Fast,CAN,182.88,185.0,L
Goalie,8468043,Matt,Underhill,CAN,187.96,220.0,L
Goalie,8471915,Vitaly,Kolesnik,KAZ,187.96,198.0,L
Left Wing,8466320,Niklas,Nordgren,SWE,182.88,185.0,R
Right Wing,8470055,Petr,Kanko,CZE,177.8,195.0,L
Center,8470574,Grant,Stevenson,CAN,180.34,170.0,L
Center,8468532,Shane,Endicott,CAN,190.5,209.0,L
Goalie,8469529,Michael,Garnett,CAN,185.42,210.0,L
Right Wing,8469807,Jonathan,Ferland,CAN,187.96,209.0,R
Defence,8466995,Andy,Roach,USA,180.34,181.0,R
Left Wing,8468094,Colin,Hemingway,CAN,182.88,170.0,R
Left Wing,8470075,Jason,Ryznar,USA,190.5,200.0,L
Defence,8462213,Dan,Smith,CAN,187.96,200.0,
Center,8471524,Matt,Ryan,CAN,180.34,185.0,L
Left Wing,8466230,Ryan,Ready,CAN,187.96,195.0,L
Goalie,8472371,Scott,Munroe,CAN,187.96,210.0,L
Left Wing,8469588,Cole,Jarrett,CAN,177.8,200.0,L
Left Wing,8470659,Masi,Marjamaki,FIN,187.96,184.0,L
Defence,8470784,Doug,O'Brien,CAN,182.88,200.0,L
Goalie,8469653,Jordan,Sigalet,CAN,185.42,180.0,L
Center,8466208,Petr,Sykora,CZE,190.5,206.0,R
Right Wing,8468153,Kevin,Colley,USA,177.8,181.0,R
Goalie,8467954,Adam,Hauser,USA,187.96,192.0,L
Goalie,8468706,Brian,Eklund,USA,193.04,211.0,L
Left Wing,8468800,Louis,Robitaille,CAN,185.42,188.0,L
Goalie,8472374,David,McKee,USA,185.42,187.0,L
Right Wing,8469994,Rob,Collins,CAN,177.8,185.0,R
Goalie,8468720,Adam,Berkhoel,USA,180.34,185.0,L
Center,8468634,Matt,Koalska,USA,182.88,205.0,L
Defence,8459563,Mike,Crowley,USA,180.34,165.0,L
Defence,8471200,Prestin,Ryan,CAN,182.88,192.0,L
Goalie,8469750,Robert,McVicar,CAN,193.04,202.0,L
Center,8470248,Petr,Taticek,CZE,182.88,188.0,L
Left Wing,8469590,Frantisek,Skladany,SVK,182.88,185.0,L
Center,8470850,Joey,Tenute,CAN,177.8,176.0,L
Defence,8470023,Wade,Skolney,CAN,182.88,201.0,R
Goalie,8470813,Gerald,Coleman,USA,193.04,213.0,L
Defence,8459173,Mark,Wotton,USA,180.34,200.0,L
Center,8467700,Eric,Healey,USA,180.34,201.0,L
Defence,8470237,Krisjanis,Redlihs,LVA,190.5,190.0,L
Right Wing,8458645,Bruce,Gardiner,CAN,185.42,193.0,R
Defence,8448543,Frantisek,Kucera,CZE,187.96,215.0,R
Center,8448542,Robert,Kron,CZE,180.34,190.0,L
Left Wing,8464991,Marian,Cisar,SVK,182.88,192.0,R
Right Wing,8460628,Alexander,Selivanov,RUS,182.88,205.0,L
Left Wing,8445493,James,Black,CAN,180.34,210.0,L
Right Wing,8448484,Dmitri,Khristich,UKR,187.96,211.0,R
Right Wing,8445730,Doug,Brown,USA,180.34,185.0,R
Defence,8450742,Joe,Reekie,CAN,190.5,218.0,L
Defence,8452695,Rob,Zettler,CAN,190.5,202.0,L
Defence,8446494,Steve,Duchesne,CAN,180.34,195.0,L
Defence,8449745,Larry,Murphy,CAN,185.42,215.0,R
Goalie,8446719,Bob,Essensa,CAN,182.88,188.0,L
Left Wing,8462071,Dwayne,Hay,CAN,185.42,219.0,L
Left Wing,8450773,Dave,Reid,CAN,185.42,217.0,L
Defence,8459569,Jere,Karalahti,FIN,187.96,210.0,R
Right Wing,8458208,John,Thomas,USA,187.96,195.0,R
Left Wing,8447386,Stu,Grimson,CAN,195.58,239.0,L
Right Wing,8446675,Nelson,Emerson,CAN,177.8,180.0,R
Defence,8445621,Ray,Bourque,CAN,182.88,223.0,L
Defence,8459074,Daniel,Trebil,USA,190.5,210.0,R
Center,8459672,German,Titov,RUS,185.42,203.0,L
Goalie,8447715,Guy,Hebert,USA,180.34,184.0,L
Right Wing,8451925,Rick,Tocchet,CAN,182.88,210.0,R
Left Wing,8458126,Cameron,Stewart,CAN,180.34,195.0,L
Defence,8459059,Michal,Sykora,CZE,195.58,225.0,L
Right Wing,8457511,Jeff,Nielsen,USA,182.88,200.0,R
Right Wing,8468612,Maxim,Sushinsky,RUS,175.26,180.0,L
Left Wing,8451711,Kevin,Stevens,USA,190.5,231.0,L
Right Wing,8458949,Sergei,Krivokrasov,RUS,180.34,185.0,L
Left Wing,8449961,Gino,Odjick,CAN,190.5,224.0,L
Left Wing,8460239,Vladimir,Tsyplakov,BLR,185.42,210.0,L
Defence,8465165,Evgeny,Korolev,RUS,185.42,214.0,L
Right Wing,8458632,Mark,Lawrence,CAN,193.04,215.0,R
Center,8455564,Jesse,Belanger,CAN,185.42,190.0,R
Goalie,8452157,John,Vanbiesbrouck,USA,172.72,175.0,L
Defence,8447004,Garry,Galley,CAN,182.88,207.0,L
Defence,8457681,Lance,Pitlick,USA,182.88,205.0,R
Defence,8449123,Dave,Manson,CAN,187.96,220.0,L
Center,8445283,Len,Barrie,CAN,182.88,200.0,L
Left Wing,8455575,Josef,Beranek,CZE,187.96,195.0,L
Left Wing,8458538,Rene,Corbet,CAN,182.88,187.0,L
Right Wing,8468561,Alexandre,Kharitonov,RUS,172.72,170.0,R
Defence,8451789,Petr,Svoboda,CZE,185.42,183.0,L
Right Wing,8466195,Matt,Elich,USA,187.96,200.0,R
Center,8459545,John,Emmons,USA,182.88,185.0,L
Left Wing,8467534,Johan,Witehall,SWE,185.42,198.0,L
Left Wing,8457491,Sergei,Nemchinov,RUS,185.42,205.0,L
Defence,8466288,Sascha,Goc,DEU,187.96,225.0,R
Left Wing,8456770,Valeri,Kamensky,RUS,187.96,205.0,R
Defence,8450389,Rich,Pilon,CAN,187.96,214.0,L
Center,8459654,Joel,Prpic,CAN,198.12,236.0,L
Right Wing,8456882,Andrei,Kovalenko,RUS,177.8,215.0,L
Defence,8457706,Peter,Popovic,SWE,198.12,235.0,L
Defence,8468748,Pavel,Kolarik,CZE,185.42,207.0,
Goalie,8457791,Damian,Rhodes,USA,180.34,195.0,L
Right Wing,8459414,Dean,Sylvester,USA,187.96,210.0,R
Left Wing,8458888,Denny,Lambert,CAN,180.34,211.0,L
Defence,8449754,Gord,Murphy,CAN,187.96,200.0,R
Left Wing,8467867,Bryan,Adams,CAN,182.88,185.0,
Center,8446823,Ray,Ferraro,CAN,175.26,200.0,L
Left Wing,8458575,Yves,Sarault,CAN,185.42,190.0,L
Right Wing,8465975,Herbert,Vasiljevs,LVA,180.34,175.0,R
Defence,8448380,Chris,Joseph,CAN,187.96,211.0,R
Center,8446165,Bob,Corkum,USA,182.88,222.0,R
Goalie,8459549,Norm,Maracle,CAN,175.26,175.0,L
Defence,8456514,David,Harlock,CAN,187.96,220.0,L
Goalie,8459045,Joaquin,Gage,CAN,182.88,200.0,L
Defence,8462097,Sergei,Vyshedkevich,RUS,185.42,200.0,L
Defence,8445783,Adam,Burt,USA,187.96,210.0,L
Right Wing,8468578,Jonas,Ronnqvist,SWE,187.96,200.0,L
Defence,8462057,Marc,Moro,CAN,185.42,220.0,L
Defence,8464783,Alexandre,Boikov,RUS,182.88,180.0,L
Goalie,8452217,Mike,Vernon,CAN,175.26,175.0,L
Center,8451793,Ron,Sutter,CAN,182.88,180.0,R
Right Wing,8467362,Chris,Nielsen,CAN,187.96,214.0,R
Right Wing,8459889,Mike,Maneluk,CAN,180.34,190.0,R
Defence,8451804,Gary,Suter,USA,182.88,205.0,L
Right Wing,8452216,Pat,Verbeek,CAN,175.26,190.0,R
Defence,8449902,Jeff,Norton,USA,187.96,200.0,L
Left Wing,8459114,Juha,Lind,FIN,180.34,185.0,L
Left Wing,8458523,Patrick,Poulin,CAN,185.42,214.0,L
Center,8468753,Roman,Simicek,CZE,187.96,210.0,R
Center,8463019,Eric,Landry,USA,180.34,185.0,L
Defence,8459487,Vladimir,Chebaturkin,RUS,193.04,222.0,L
Center,8465125,Xavier,Delisle,CAN,180.34,193.0,R
Right Wing,8449751,Joe,Murphy,CAN,185.42,201.0,L
Defence,8460711,Craig,Millar,CAN,187.96,212.0,L
Defence,8451805,Ken,Sutton,CAN,185.42,205.0,L
Defence,8457661,Ricard,Persson,SWE,185.42,201.0,L
Left Wing,8444894,Greg,Adams,CAN,193.04,196.0,L
Left Wing,8462184,Martin,Spanhel,CZE,187.96,206.0,L
Left Wing,8467445,Francis,Bélanger,CAN,187.96,233.0,L
Left Wing,8466130,Andrei,Bashkirov,RUS,182.88,215.0,L
Goalie,8460761,Scott,Fankhouser,USA,185.42,195.0,L
Defence,8447680,Kevin,Hatcher,USA,190.5,230.0,R
Right Wing,8447350,Tony,Granato,USA,177.8,180.0,R
Defence,8446435,Bobby,Dollas,CAN,187.96,212.0,L
Defence,8448740,Grant,Ledyard,CAN,187.96,195.0,L
Right Wing,8456117,Stan,Drulia,USA,180.34,190.0,R
Right Wing,8468189,Jeff,Ulmer,CAN,177.8,191.0,R
Goalie,8460695,Vitali,Yeremeyev,KAZ,177.8,190.0,L
Left Wing,8467851,Steven,Kariya,CAN,172.72,170.0,R
Left Wing,8455447,Niklas,Andersson,SWE,175.26,175.0,L
Defence,8447690,Greg,Hawgood,CAN,177.8,190.0,L
Defence,8458373,Brad,Werenka,CAN,185.42,221.0,L
Defence,8451558,Steve,Smith,GBR,193.04,215.0,L
Center,8458155,Mike,Sullivan,USA,187.96,211.0,L
Center,8458605,Juha,Ylonen,FIN,185.42,189.0,L
Goalie,8447709,Glenn,Healy,CAN,172.72,195.0,L
Defence,8457003,Paul,Laus,CAN,185.42,215.0,R
Goalie,8446831,Stephane,Fiset,CAN,185.42,198.0,L
Center,8451673,Mike,Stapleton,CAN,177.8,183.0,R
Defence,8447477,Kevin,Haller,CAN,187.96,200.0,L
Left Wing,8458950,Joe,Hulbig,USA,193.04,215.0,L
Defence,8446117,Paul,Coffey,CAN,182.88,205.0,L
Defence,8446286,Jean-Jacques,Daigneault,CAN,177.8,192.0,L
Defence,8455875,Enrico,Ciccone,CAN,195.58,222.0,L
Left Wing,8456933,Eric,Lacroix,CAN,187.96,210.0,L
Left Wing,8445734,Benoit,Brunet,CAN,177.8,203.0,L
Defence,8464972,Matthieu,Descôteaux,CAN,190.5,222.0,L
Left Wing,8466368,Jay,Henderson,CAN,180.34,190.0,L
Goalie,8452440,Kay,Whitmore,CAN,180.34,175.0,L
Left Wing,8458483,Valeri,Zelepukin,RUS,185.42,200.0,L
Defence,8456024,Kevin,Dean,USA,190.5,205.0,L
Left Wing,8450561,Bob,Probert,CAN,190.5,220.0,L
Center,8448225,Mark,Janssens,CAN,190.5,216.0,L
Left Wing,8460531,Jean-Yves,Leroux,CAN,187.96,211.0,L
Center,8460526,Josef,Marha,CZE,185.42,191.0,L
Defence,8456153,Dallas,Eakins,USA,185.42,195.0,L
Defence,8447363,Alexei,Gusarov,RUS,187.96,200.0,L
Right Wing,8459011,Jan,Caloun,CZE,177.8,190.0,R
Center,8459543,Tomas,Vlasak,CZE,177.8,175.0,R
Defence,8468000,Kaspars,Astashenko,LVA,185.42,206.0,L
Defence,8462096,Sergey,Gusev,RUS,185.42,205.0,L
Goalie,8465091,Michel,Larocque,DEU,180.34,198.0,L
Right Wing,8455479,Blair,Atcheynum,CAN,187.96,203.0,R
Goalie,8449474,Kirk,McLean,CAN,182.88,182.0,L
Defence,8451333,Darryl,Shannon,CAN,187.96,210.0,L
Right Wing,8459141,Marko,Tuomainen,FIN,187.96,190.0,R
Center,8452557,Terry,Yake,CAN,180.34,191.0,R
Defence,8458672,Dmitri,Mironov,RUS,193.04,227.0,R
Right Wing,8467500,Tomas,Divisek,CZE,187.96,210.0,L
Defence,8467510,Petr,Svoboda,CZE,190.5,216.0,R
Defence,8446417,Gerald,Diduck,CAN,185.42,216.0,R
